SITE_CODE,SHORT_TITLE,TITLE,STAGE,PROJECT_TITLE,LONGITUDE,LATITUDE,EASTING,NORTHING,MGA_ZONE,COMMODITIES,COMMODITY_GROUP_NAME,TARGET_GROUP_NAME,EXTRACT_DATE
S0019710,Raleigh-Golden Hind U/G,Raleigh Underground,Operating,Kundana East,121.243599,-30.72757,331836,6599272,51,Au Ag,Precious metal,GOLD,20221018
S0019779,Invicta,Invicta - Deakin,Operating,Jundee - Nimary,120.5886,-26.3615,259373,7082032,51,Au Ag,Precious metal,GOLD,20221018
S0019961,City of Chester,City of Chester Main,Operating,Cue Gold - Central Murchison,117.7938,-27.335859,578523,6976115,50,Au Ag,Precious metal,GOLD,20221018
S0020116,Homestead,Homestead - Mt Pleasant,Operating,Paddington - Mt Pleasant,121.230797,-30.541241,330284,6619906,51,Au Ag,Precious metal,GOLD,20221018
S0020197,Tropicana,Tropicana,Operating,Tropicana,124.553902,-29.24608,651000,6763750,51,Au Ag,Precious metal,GOLD,20221018
S0020380,UG Portal,Wallaby Underground,Operating,Granny Smith,122.305117,-28.852143,432221,6808197,51,Au Ag,Precious metal,GOLD,20221018
S0020417,Anchor N,Anchor North,Operating,Duketon / Regis Resources,122.348159,-27.665145,435711,6939720,51,Au Ag,Precious metal,GOLD,20221018
S0020968,Battler,Battler,Operating,Battler / IMD,119.389597,-31.34636,727327,6529545,50,Au Ag,Precious metal,GOLD,20221018
S0021008,Trident,Trident - Higginsville,Operating,Higginsville,121.7313,-31.72505,379804,6489340,51,Au Ag,Precious metal,GOLD,20221018
S0021532,Golden Age UG,Golden Age Underground,Operating,Matilda,120.246696,-26.620331,225855,7052663,51,Au Ag,Precious metal,GOLD,20221018
S0021542,Fimiston Superpit,Fimiston Superpit,Operating,Golden Mile / KCGM,121.50352,-30.777971,356799,6594047,51,Au Ag,Precious metal,GOLD,20221018
S0021718,Main Portal,Marvel Loch Underground,Operating,Marvel Loch - Southern Cross,119.492599,-31.464569,736831,6516220,50,Au Ag,Precious metal,GOLD,20221018
S0021723,Scotia Central,Scotia Central,Operating,Central Norseman,121.791496,-32.47422,386438,6406355,51,Au,Precious metal,GOLD,20221018
S0021837,Rose Dam South,Rose Dam South,Operating,Rose Dam,121.27655,-30.520962,334640,6622222,51,Au Ag,Precious metal,GOLD,20221018
S0022447,Dogbolter,Dogbolter North and South,Operating,Duketon / Regis Resources,122.342667,-27.724042,435205,6933193,51,Au Ag,Precious metal,GOLD,20221018
S0022458,Vause Laterite,Vause Laterite,Operating,Jundee - Nimary,120.816002,-26.61158,282543,7054728,51,Au Ag,Precious metal,GOLD,20221018
S0022539,Aquarius - Corona,Aquarius - Higginsville,Under Development,Higginsville,121.728206,-31.755167,379549,6485998,51,Au,Precious metal,GOLD,20221018
S0022743,Havana,Havana,Operating,Tropicana,124.5401,-29.263359,649633,6761853,51,Au Ag,Precious metal,GOLD,20221018
S0022929,Wagtail North,Wagtail North,Operating,Halls Creek - Lamboo Gold,127.353798,-18.421173,326128,7962427,52,Au Ag,Precious metal,GOLD,20221018
S0022974,Julius,Julius - Yandal,Operating,Jundee - Nimary,120.948631,-26.763126,296022,7038155,51,Au Ag,Precious metal,GOLD,20221018
S0023166,Wandoo N,Wandoo North,Operating,Boddington Gold,116.3419,-32.741345,438344,6377195,50,Au Cu As Bi,Precious metal,GOLD,20221018
S0023206,Frogs Leg UG,Frogs Leg Underground,Operating,Mungari / Evolution,121.270103,-30.76158,334432,6595542,51,Au Ag,Precious metal,GOLD,20221018
S0029437,Rosemont North,Rosemont North,Operating,Duketon / Regis Resources,122.268224,-27.831212,427937,6921280,51,Au Ag,Precious metal,GOLD,20221018
S0032945,South Victory N2,South Victory North 2,Operating,Cue Gold - Central Murchison,117.801533,-27.403089,579240,6968662,50,Au,Precious metal,GOLD,20221018
S0223012,Petra,Petra,Operating,Duketon / Regis Resources,122.257176,-27.686151,426752,6937343,51,Au Ag,Precious metal,GOLD,20221018
S0223250,Fort Scott,Fort Scott,Operating,Binduli,121.378412,-30.781147,344831,6593528,51,Au Ag,Precious metal,GOLD,20221018
S0223445,Portal,Rubicon-Hornet Underground Portal,Operating,Kundana East,121.260602,-30.744035,333492,6597473,51,Au Ag,Precious metal,GOLD,20221018
S0223550,Water Tank Hill UG,Water Tank Hill Underground,Operating,Mt Magnet,117.829995,-28.064741,581560,6895348,50,Au Ag,Precious metal,GOLD,20221018
S0223594,Cave Rocks UG,Cave Rocks Underground,Operating,Kambalda - St Ives,121.557715,-31.209795,362606,6546251,51,Au Ag,Precious metal,GOLD,20221018
S0223927,Hamlet UG,Hamlet Underground / St Ives,Operating,Kambalda - St Ives,121.812162,-31.400095,387074,6525446,51,Au Ag,Precious metal,GOLD,20221018
S0224078,Pertha May,Pertha May,Operating,Pertha M,118.65181,-31.275179,657247,6538724,50,Au Ag,Precious metal,GOLD,20221018
S0224327,Maingays,Maingays,Operating,Porphyry - Northern Operations,122.281933,-29.783519,430593,6704986,51,Au Ag,Precious metal,GOLD,20221018
S0224334,Red October UG,Red October Underground,Operating,Red October,122.413546,-29.217297,442999,6767797,51,Au Ag,Precious metal,GOLD,20221018
S0224441,Bibra,Bibra,Operating,Karlawinda Gold,120.095889,-23.765145,204000,7368750,51,Au Ag,Precious metal,GOLD,20221018
S0224513,Garden Well,Garden Well,Operating,Duketon / Regis Resources,122.356001,-27.906395,436625,6913000,51,Au Ag,Precious metal,GOLD,20221018
S0224676,Navajo-Chief,Navajo-Chief,Operating,Binduli,121.39119,-30.823813,346122,6588817,51,Au Ag,Precious metal,GOLD,20221018
S0224716,Moonlight 58,Moonlight 58,Operating,Kanowna - Golden Valley,121.608591,-30.582426,366586,6615850,51,Au,Precious metal,GOLD,20221018
S0224999,Tooheys Well,Tooheys Well,Operating,Duketon / Regis Resources,122.368122,-27.939959,437837,6909288,51,Au Ag,Precious metal,GOLD,20221018
S0225139,Fender 700,Fender 700,Operating,Cue Gold - Central Murchison,117.639568,-27.34181,563262,6975543,50,Au Ag,Precious metal,GOLD,20221018
S0225180,Central Laterite,Moolart Well - Central Laterite,Operating,Duketon / Regis Resources,122.346292,-27.602195,435490,6946693,51,Au Ag,Precious metal,GOLD,20221018
S0225287,Gateway Portal,Gateway Portal,Operating,Jundee - Nimary,120.589064,-26.381404,259460,7079827,51,Au Ag,Precious metal,GOLD,20221018
S0225288,Gateway Underground,Gateway Underground,Operating,Jundee - Nimary,120.593467,-26.385807,259909,7079348,51,Au Ag,Precious metal,GOLD,20221018
S0226006,Jims Find,Jims Find,Operating,Cue Gold - Central Murchison,117.804395,-27.330649,579575,6976685,50,Au Ag,Precious metal,GOLD,20221018
S0226035,Lord Byron NW,Lord Byron Northwest,Operating,Jasper Hills ,123.041614,-29.128452,504048,6777782,51,Au Ag,Precious metal,GOLD,20221018
S0226036,Battery Sands,Cue Victory Battery Sands,Operating,Cue Victory / Cue Consolidated,117.911778,-27.410786,590133,6967735,50,Au Ag,Precious metal,GOLD,20221018
S0226063,Fatts,Fatts,Under Development,Cue Gold - Central Murchison,118.506607,-26.610688,650000,7055800,50,Au Ag,Precious metal,GOLD,20221018
S0226096,Havana South,Havana South,Operating,Tropicana,124.53612,-29.271361,649235,6760971,51,Au Ag,Precious metal,GOLD,20221018
S0229604,Cammi's Creek,Cammi's Creek,Operating,Jaurdi - Cammi's Creek,120.939387,-30.730699,302710,6598429,51,Au Ag,Precious metal,GOLD,20221018
S0229858,West Dome Main,Telfer West Dome Main,Operating,Telfer / Newcrest,122.185071,-21.720134,415716,7597928,51,Au,Precious metal,GOLD,20221018
S0230026,Enterprise West,Enterprise West - Paddington,Operating,Ora Banda / Norton,121.079836,-30.374883,315488,6638110,51,Au Ag,Precious metal,GOLD,20221018
S0230607,Neptune,Neptune / St Ives,Operating,Kambalda - St Ives,121.74552,-31.300017,380612,6536469,51,Au Ag,Precious metal,GOLD,20221018
S0230898,Gruyere,Gruyere,Operating,Yamarna - Gruyere JV,123.845213,-27.98443,583117,6904235,51,Au Ag,Precious metal,GOLD,20221018
S0230957,Crown Jewel - Boorara,Crown Jewel - Boorara,Operating,Boorara / Horizon,121.641914,-30.80386,370078,6591346,51,Au Ag,Precious metal,GOLD,20221018
S0231429,Invincible - St Ives,Invincible - St Ives,Operating,Kambalda - St Ives,121.670718,-31.279914,373466,6538614,51,Au Ag,Precious metal,GOLD,20221018
S0231590,Vivien UG,Vivien Underground,Operating,Vivien,120.568526,-27.976825,260840,6902983,51,Au Ag,Precious metal,GOLD,20221018
S0231666,Salisbury,Salisbury,Operating,Cue Victory / Cue Consolidated,117.902972,-27.396782,589274,6969293,50,Au Ag,Precious metal,GOLD,20221018
S0231766,Karari UG,Karari Underground Main and Exploration Declines,Operating,Carosue Dam - Khartoum,122.359234,-30.159173,438298,6663403,51,Au Ag,Precious metal,GOLD,20221018
S0232049,Heffernans Syenite,Heffernans Syenite,Operating,Mt Morgans,122.218123,-28.816154,423710,6812132,51,Au Ag,Precious metal,GOLD,20221018
S0232079,Nicolsons Find U/G,Nicolsons Find Underground,Operating,Halls Creek - Lamboo Gold,127.356959,-18.409426,326450,7963730,52,Au Ag,Precious metal,GOLD,20221018
S0232136,Millennium,Millennium,Operating,Kundana - White Flag,121.237813,-30.707879,331247,6601446,51,Au Ag,Precious metal,GOLD,20221018
S0232283,Baloo,Baloo,Operating,Polar Bear Gold,121.866932,-31.801927,392743,6480960,51,Au Ag,Precious metal,GOLD,20221018
S0232453,Whirling Dervish UG,Whirling Dervish Underground,Operating,Carosue Dam - Khartoum,122.357732,-30.141997,438142,6665306,51,Au Ag,Precious metal,GOLD,20221018
S0232461,Deep South UG,Deep South - South Laverton Underground,Operating,Deep South - Safari Bore,122.548563,-29.54581,456263,6731456,51,Au Ag,Precious metal,GOLD,20221018
S0232679,Corinthia Decline,Corinthia Decline / Corinthian,Operating,Corinthia / Corinthian Mining,119.219675,-31.12141,711660,6554823,50,Au Ag,Precious metal,GOLD,20221018
S0232751,Gilbeys South,Gilbeys South,Operating,Dalgaranga - Gilbeys,117.25727,-27.852407,525330,6919120,50,Au Ag,Precious metal,GOLD,20221018
S0233202,Coopers,Coopers,Operating,Duketon / Regis Resources,122.340468,-27.712101,434980,6934514,51,Au Ag,Precious metal,GOLD,20221018
S0233583,Tuart Underground,Tuart Underground Mine,Operating,Paddington - Mt Pleasant,121.224418,-30.527591,329649,6621410,51,Au Ag,Precious metal,GOLD,20221018
S0233701,Gloster,Gloster,Operating,Duketon / Regis Resources,122.074906,-27.564545,408677,6950693,51,Au Ag,Precious metal,GOLD,20221018
S0233751,King of the Hills,King of the Hills,Operating,Tarmoola - King of the Hills,121.165902,-28.663594,320767,6827908,51,Au Ag,Precious metal,GOLD,20221018
S0233804,Plutonic Underground,Plutonic Underground,Operating,Plutonic Gold,119.446427,-25.318215,746276,7197567,50,Au Ag,Precious metal,GOLD,20221018
S0233932,Tampia North,Tampia North,Operating,Tampia,118.451651,-32.161676,636881,6440720,50,Au Ag,Precious metal,GOLD,20221018
S0234014,Erlistoun,Erlistoun,Operating,Duketon / Regis Resources,122.338032,-27.972801,434896,6905634,51,Au Ag,Precious metal,GOLD,20221018
S0234177,Delta Island South,Delta Island South,Operating,Kambalda - St Ives,121.722933,-31.293577,378454,6537158,51,Au Ag,Precious metal,GOLD,20221018
S0234229,Geko,Geko,Operating,Bullabulling North,120.901846,-30.862375,299389,6583765,51,Au Ag,Precious metal,GOLD,20221018
S0234331,Beta Hunt,Beta Hunt Underground Gold,Operating,Kambalda Gold / RNC,121.689942,-31.242538,375247,6542778,51,Au Ag Ni,Precious metal,GOLD,20221018
S0234349,Ganymede,Ganymede,Operating,Mt Morgans,122.215226,-28.819435,423429,6811766,51,Au Ag,Precious metal,GOLD,20221018
S0234463,Invincible North,Invincible North,Under Development,Kambalda - St Ives,121.662842,-31.27261,372706,6539414,51,Au Ag,Precious metal,GOLD,20221018
S0234466,Invincible UG,Invincible Underground,Operating,Kambalda - St Ives,121.673399,-31.283042,373725,6538270,51,Au Ag,Precious metal,GOLD,20221018
S0234476,Deflector UG,Deflector Underground,Operating,Deflector,116.379441,-28.668992,439365,6828529,50,Au Cu Ag,Precious metal,GOLD,20221018
S0234492,Coventry,Coventry,Operating,Cue Gold - Central Murchison,117.801546,-27.33786,579288,6975888,50,Au Ag,Precious metal,GOLD,20221018
S0234538,Porphyry West 1,Porphyry West 1,Operating,Paddington - Mt Pleasant,121.017796,-30.491992,309753,6625026,51,Au Ag,Precious metal,GOLD,20221018
S0234796,Grants Hill,Grants Hill,Operating,Beatons Creek JV,120.095102,-21.87955,199808,7577667,51,Au Ag,Precious metal,GOLD,20221018
S0234904,Lost Dog,Lost Dog,Operating,Jaurdi - Cammi's Creek,120.949716,-30.730951,303699,6598419,51,Au Ag,Precious metal,GOLD,20221018
S0234948,Sly Fox,Sly Fox,Operating,Dalgaranga - Gilbeys,117.264955,-27.85419,526086,6918921,50,Au Ag,Precious metal,GOLD,20221018
S0236189,Thunderbox UG,Thunderbox Underground,Operating,Thunderbox Gold,121.007285,-28.196004,304404,6879477,51,Au Ag,Precious metal,GOLD,20221018
S0236326,Wagtail North UG,Wagtail North Underground,Operating,Halls Creek - Lamboo Gold,127.353669,-18.421151,326114,7962429,52,Au Ag,Precious metal,GOLD,20221018
S0236327,Wagtail South UG,Wagtail South Underground,Operating,Halls Creek - Lamboo Gold,127.353562,-18.424727,326106,7962033,52,Au Ag,Precious metal,GOLD,20221018
S0236361,Ramone,Ramone,Operating,Jundee - Nimary,120.846986,-26.559088,285530,7060595,51,Au Ag,Precious metal,GOLD,20221018
S0236468,Karonie Main Zone South,Karonie Main Zone South,Operating,Aldiss - Karonie,122.560074,-31.03926,458018,6565964,51,Au Ag,Precious metal,GOLD,20221018
S0236571,Plymouth,Plymouth / Gascoyne,Operating,Dalgaranga - Gilbeys,117.263648,-27.854278,525957,6918911,50,Au Ag,Precious metal,GOLD,20221018
S0236611,Main Lode,Main Lode / Barra,Operating,Burbanks / REG,121.139859,-31.024487,322450,6566198,51,Au Ag,Precious metal,GOLD,20221018
S0236617,Havieron UG,Havieron Underground,Under Development,Paterson / Greatland Gold,122.640666,-21.727817,462838,7597256,51,Au Cu Ag,Precious metal,GOLD,20221018
S0236893,Rosemont UG,Rosemont Underground,Operating,Duketon / Regis Resources,122.278097,-27.843181,428917,6919959,51,Au Ag,Precious metal,GOLD,20221018
S0237036,Eridanus,Eridanus,Operating,Mt Magnet,117.781675,-28.074885,576804,6894255,50,Au Ag,Precious metal,GOLD,20221018
S0237038,Shannon UG,Shannon Underground,Operating,Mt Magnet,117.78326,-28.060424,576970,6895856,50,Au Ag,Precious metal,GOLD,20221018
S0237074,Boston Shaker UG,Boston Shaker Underground,Operating,Tropicana,124.563896,-29.242173,651976,6764169,51,Au Ag,Precious metal,GOLD,20221018
S0237119,Doublejay,Doublejay,Operating,Mt Morgans,122.219195,-28.810941,423810,6812710,51,Au Ag,Precious metal,GOLD,20221018
S0237291,Myhree,Myhree / Black Cat,Under Development,New Bulong - Boundary - Kal East Gold Project,121.775308,-30.729096,382750,6599780,51,Au Ag,Precious metal,GOLD,20221018
S0237465,Penny North UG,Penny North Underground,Under Development,Penny Gold,118.810248,-28.853327,676582,6806917,50,Au Ag,Precious metal,GOLD,20221018
S0237487,Thunderbox Zone D,Thunderbox Zone D,Operating,Thunderbox Gold,121.004813,-28.183943,304140,6880810,51,Au Ag,Precious metal,GOLD,20221018
S0237869,Bluebird UG,Bluebird Underground (South Junction),Operating,Cue Gold - Central Murchison,118.423432,-26.722373,641579,7043522,50,Au Ag,Precious metal,GOLD,20221018
S0238307,Hidden Secret,Hidden Secret,Operating,Higginsville,121.814893,-31.779801,387790,6483360,51,Au Ag,Precious metal,GOLD,20221018
S0238425,Orion,Orion,Operating,Mt Magnet,117.789952,-28.071729,577620,6894600,50,Au Ag,Precious metal,GOLD,20221018
S0238603,Victoria,Victoria,Operating,Marvel Loch - Southern Cross,119.416703,-31.345262,729909,6529610,50,Au Ag,Precious metal,GOLD,20221018
S0238745,Green Lantern,Green Lantern,Operating,Central Norseman,121.79622,-32.479727,386889,6405750,51,Au Ag,Precious metal,GOLD,20221018
S0238995,Moonbeam Underground,Moonbeam Underground,Under Development,Kundana - White Flag,121.244269,-30.721499,331889,6599946,51,Au Ag,Precious metal,GOLD,20221018
S0239162,Garden Well UG,Garden Well Underground,Under Development,Duketon / Regis Resources,122.356602,-27.905699,436683,6913077,51,Au Ag,Precious metal,GOLD,20221018
S0239197,Ramone UG,Ramone Underground,Operating,Jundee - Nimary,120.847225,-26.55961,285555,7060538,51,Au Ag,Precious metal,GOLD,20221018
S0239212,Karen Louise,Karen Louise,Operating,Binduli,121.374508,-30.773674,344445,6594351,51,Au Ag,Precious metal,GOLD,20221018
S0239470,Fender UG,Fender Underground,Operating,Cue Gold - Central Murchison,117.63454,-27.344488,562763,6975248,50,Au Ag,Precious metal,GOLD,20221018
S0239485,Swagman,Swagman / Karora,Operating,Higginsville,121.723065,-31.741825,379045,6487471,51,Au Ag,Precious metal,GOLD,20221018
S0240700,System Test Site,System Test Site,Operating,System Test Project,127.430253,-26.564876,343650,7060799,52,Au,Precious metal,GOLD,20221018
S0001172,George Palmer,George Palmer Pit,Operating,Sino - Cape Preston Iron,116.141296,-21.081341,410801,7668609,50,Fe Mag Fe2O3,Iron,IRON ORE,20221018
S0001224,Deepdale J,"Deepdale Mesa J Pits 1-12, J Extended",Operating,Robe River - Deepdale,116.247354,-21.751437,422175,7594496,50,Fe,Iron,IRON ORE,20221018
S0001331,Koolyanobbing K,Koolyanobbing K,Operating,Koolyanobbing Iron,119.5186,-30.797041,740985,6590177,50,Fe FeSpec OrnStone,Iron,IRON ORE,20221018
S0001346,Wheelarra 4,Wheelarra 4,Operating,Jimblebar-Wheelarra-Hashimoto / BHPB,120.1371,-23.380329,207350,7411473,51,Fe,Iron,IRON ORE,20221018
S0001385,Tom Price,Tom Price Main and Remnants,Operating,Tom Price / Rio Tinto,117.776095,-22.769347,579672,7481804,50,Fe,Iron,IRON ORE,20221018
S0001388,Turner Syncline Sec 10,Turner Syncline Section 10,Operating,Turner Syncline West,117.586304,-22.66221,560234,7493753,50,Fe,Iron,IRON ORE,20221018
S0001399,Nammuldi,Nammuldi Lens C,Operating,Brockman 2 - Nammuldi - Silvergrass - Homestead / Rio Tinto,117.337502,-22.412291,534735,7521498,50,Fe,Iron,IRON ORE,20221018
S0001402,Mt Whaleback,Mt Whaleback,Operating,Newman / BHPB,119.6754,-23.36536,773504,7413500,50,Fe,Iron,IRON ORE,20221018
S0001405,OB 29,Mt Newman Orebody 29,Operating,Newman / BHPB,119.703796,-23.382259,776373,7411573,50,Fe,Iron,IRON ORE,20221018
S0001413,18E,Paraburdoo 18 East,Operating,Paraburdoo / Rio Tinto,117.631302,-23.25565,564575,7428038,50,Fe,Iron,IRON ORE,20221018
S0001455,Silvergrass Pit 4,Silvergrass Pit 4,Operating,Brockman 2 - Nammuldi - Silvergrass - Homestead / Rio Tinto,117.303539,-22.317757,531261,7531970,50,Fe,Iron,IRON ORE,20221018
S0001471,HD1 SC,Hope Downs 1 South Central,Operating,Hope Downs Joint Venture,119.107344,-22.99867,716000,7455075,50,Fe,Iron,IRON ORE,20221018
S0001534,23E,Paraburdoo 23 East,Operating,Paraburdoo / Rio Tinto,117.653999,-23.24884,566900,7428782,50,Fe,Iron,IRON ORE,20221018
S0001587,Pit 3 - Central,Brockman 4 - Pit 3 Central,Operating,Brockman 4 Area / Rio Tinto,117.21332,-22.598789,521925,7500877,50,Fe,Iron,IRON ORE,20221018
S0001590,84E,Paraburdoo 84 East (Pits 1-5),Operating,Channar,117.8228,-23.302509,584134,7422752,50,Fe,Iron,IRON ORE,20221018
S0001592,Mesa A,Deepdale Mesa A Pits 1-8,Operating,Robe River - Deepdale,115.886497,-21.672581,384796,7602999,50,Fe,Iron,IRON ORE,20221018
S0001597,Coondiner HD4 East,Coondiner HD4 East,Operating,Hope Downs Joint Venture,119.574358,-23.145752,763602,7438017,50,Fe,Iron,IRON ORE,20221018
S0001607,MAC C West,MAC - Deposit C West Pit,Operating,Mining Area C,118.962601,-22.92985,701261,7462902,50,Fe,Iron,IRON ORE,20221018
S0001608,MAC D,MAC - Deposit D,Operating,Mining Area C,118.9432,-22.933431,699266,7462532,50,Fe,Iron,IRON ORE,20221018
S0001609,MAC E East,MAC - Deposit E East Pit,Operating,Mining Area C,118.927299,-22.932541,697636,7462652,50,Fe,Iron,IRON ORE,20221018
S0001610,MAC F,MAC - Deposit F,Operating,Mining Area C,118.875742,-22.941724,692335,7461704,50,Fe,Iron,IRON ORE,20221018
S0001624,South Flank,MAC - South Flank,Operating,Mining Area C,118.923302,-22.998671,697130,7455334,50,Fe,Iron,IRON ORE,20221018
S0001632,OB 25 - Pit 3,Mt Newman Orebody 25 - Pit 3,Operating,Newman / BHPB,119.818298,-23.32995,788197,7417145,50,Fe,Iron,IRON ORE,20221018
S0001634,OB 18 Main,Mt Newman Orebody 18 Main - Shovelanna Hill,Operating,Newman / BHPB,120.04202,-23.333315,197518,7416487,51,Fe,Iron,IRON ORE,20221018
S0001639,OB 24 E,Mt Newman Orebody 24 East,Operating,Newman / BHPB,119.810799,-23.304199,787485,7420013,50,Fe,Iron,IRON ORE,20221018
S0001642,OB 30,Mt Newman Orebody 30,Operating,Newman / BHPB,119.662327,-23.377239,772143,7412209,50,Fe,Iron,IRON ORE,20221018
S0001643,OB 35,Mt Newman Orebody 35,Operating,Newman / BHPB,119.657303,-23.38965,771603,7410843,50,Fe,Iron,IRON ORE,20221018
S0001646,64E,Paraburdoo 64 East,Operating,Channar,117.774498,-23.30332,579194,7422690,50,Fe,Iron,IRON ORE,20221018
S0002912,P3,Packsaddle Range P3,Operating,Mining Area C,118.960528,-22.905626,701085,7465588,50,Fe,Iron,IRON ORE,20221018
S0002952,94E,Paraburdoo 94 East,Operating,Channar,117.848297,-23.305981,586739,7422353,50,Fe,Iron,IRON ORE,20221018
S0002957,11W,Paraburdoo 11 West,Operating,Paraburdoo / Rio Tinto,117.561302,-23.22591,557427,7431360,50,Fe,Iron,IRON ORE,20221018
S0002960,Gudai-Darri K58,Gudai-Darri K58,Operating,Gudai-Darri,119.038123,-22.53376,709611,7506662,50,Fe,Iron,IRON ORE,20221018
S0002964,B1 Main,Turner Syncline B1 Main,Operating,Turner Syncline West,117.462898,-22.679331,547550,7491903,50,Fe,Iron,IRON ORE,20221018
S0002984,Billiard,Billiard - Billiard South,Under Development,Yandicoogina / HI-Yandi,119.299568,-22.809575,736037,7475723,50,Fe,Iron,IRON ORE,20221018
S0002995,Wheelarra 2,Wheelarra 2,Operating,Jimblebar-Wheelarra-Hashimoto / BHPB,120.086534,-23.371527,202158,7412346,51,Fe,Iron,IRON ORE,20221018
S0002996,SJ-C1a-b,South Jimblebar - Central 1a-b,Operating,Jimblebar-Wheelarra-Hashimoto / BHPB,120.118294,-23.39572,205461,7409730,51,Fe,Iron,IRON ORE,20221018
S0002997,Wheelarra 3 Scree,Wheelarra 3 Scree,Operating,Jimblebar-Wheelarra-Hashimoto / BHPB,120.116096,-23.380619,205202,7411398,51,Fe,Iron,IRON ORE,20221018
S0002998,Wheelarra 1,Wheelarra 1,Operating,Jimblebar-Wheelarra-Hashimoto / BHPB,120.083105,-23.378769,201824,7411536,51,Fe,Iron,IRON ORE,20221018
S0003023,Marillana Ck E2,Marillana Creek Eastern Mesa 2,Operating,Marillana Creek - Yandi / BHPB,119.113602,-22.74144,717050,7483554,50,Fe,Iron,IRON ORE,20221018
S0003024,OB 24 Far W,Mt Newman Orebody 24 Far West,Operating,Newman / BHPB,119.758003,-23.29225,782107,7421441,50,Fe,Iron,IRON ORE,20221018
S0003025,OB 24 W,Mt Newman Orebody 24 West,Operating,Newman / BHPB,119.773598,-23.2953,783697,7421072,50,Fe,Iron,IRON ORE,20221018
S0003026,OB 24 Int,Mt Newman Orebody 24 Intermediate,Operating,Newman / BHPB,119.792397,-23.300051,785610,7420509,50,Fe,Iron,IRON ORE,20221018
S0003027,OB 24 Far E,Mt Newman Orebody 24 Far East,Operating,Newman / BHPB,119.825798,-23.305309,789017,7419860,50,Fe,Iron,IRON ORE,20221018
S0003235,5 West,Paraburdoo 5 West,Operating,Paraburdoo / Rio Tinto,117.576028,-23.218031,558938,7432227,50,Fe,Iron,IRON ORE,20221018
S0003277,Mungada W,Mungada West - Blue Hills,Operating,Koolanooka & Blue Hills - Mungada / Sinosteel,116.862556,-29.141272,486631,6776355,50,Fe Mag,Iron,IRON ORE,20221018
S0003278,Mungada E,Mungada East - Blue Hills,Operating,Koolanooka & Blue Hills - Mungada / Sinosteel,116.883314,-29.142147,488650,6776260,50,Fe,Iron,IRON ORE,20221018
S0003291,Warramboo,Warramboo - Mesa A,Operating,Robe River - Deepdale,115.830597,-21.66316,379004,7603999,50,Fe,Iron,IRON ORE,20221018
S0003324,Marillana Ck Central 5,Marillana Creek Central Mesa 5,Operating,Marillana Creek - Yandi / BHPB,119.100601,-22.724819,715740,7485413,50,Fe,Iron,IRON ORE,20221018
S0003719,Deposit B,West Angelas Deposit B,Operating,West Angelas,118.767575,-23.118524,681005,7442263,50,Fe,Iron,IRON ORE,20221018
S0003722,Deposit E,West Angelas Deposit E,Operating,West Angelas,118.789979,-23.198053,683192,7433428,50,Fe,Iron,IRON ORE,20221018
S0005001,Marillana Ck Central 1,Marillana Creek Central Mesa 1,Operating,Marillana Creek - Yandi / BHPB,119.065498,-22.718639,712144,7486149,50,Fe,Iron,IRON ORE,20221018
S0006420,HD1 Flat Top,Hope Downs 1 Flat Top,Operating,Hope Downs Joint Venture,119.117964,-22.959206,717152,7459430,50,Fe,Iron,IRON ORE,20221018
S0018722,Marillana Ck W1,Marillana Creek Western Mesa 1,Operating,Marillana Creek - Yandi / BHPB,119.000198,-22.715599,705439,7486577,50,Fe,Iron,IRON ORE,20221018
S0019054,J1 West,Mt Jackson J1 West (Stages 1-5),Operating,Koolyanobbing Iron,119.163267,-30.222323,708200,6654600,50,Fe,Iron,IRON ORE,20221018
